x1,x2,x3,y
15.340,279.381,165.662,2205.165
12.946,342.529,165.347,2262.094
12.411,363.534,165.173,2516.434
13.155,316.025,155.448,2135.129
7.160,310.936,156.146,2034.668
21.330,344.475,165.992,2617.389
15.929,332.143,167.697,2448.459
14.053,292.916,149.831,2045.867
8.057,332.192,153.335,2135.742
10.358,227.802,160.920,1838.069
15.510,338.021,159.532,2430.373
14.259,343.842,148.610,2379.009
7.903,327.468,153.148,2070.572
13.445,323.716,167.606,2309.182
14.825,259.513,144.792,2077.629
11.983,615.118,277.046,2228.549
15.245,284.838,173.326,2211.602
13.815,340.517,163.351,2313.902
15.602,309.829,159.547,2271.220
10.860,307.517,158.060,2127.128
16.271,287.778,165.217,2117.417
6.002,350.005,149.057,2075.988
6.615,321.644,152.054,2036.044
15.453,288.487,144.064,2191.910
13.407,304.909,174.949,2127.558
11.693,345.791,142.804,2202.777
10.222,333.148,159.759,2060.008
10.256,354.994,164.116,2320.758
9.363,367.785,146.705,2255.635
14.132,268.803,160.518,1905.078
16.658,358.297,156.510,2462.877
8.450,331.281,151.178,2051.259
12.301,323.861,153.380,2285.117
9.748,290.878,173.742,1977.129
11.666,341.467,157.843,2269.300
9.304,284.355,166.832,2084.826
14.012,322.012,158.895,2274.436
17.267,309.078,153.446,2248.009
10.249,306.009,172.246,2140.399
12.102,333.544,155.996,2280.989
14.327,328.474,157.843,2327.898
7.953,331.261,168.728,2043.719
7.765,312.376,162.990,2015.644
15.130,356.885,153.167,2387.525
12.156,344.514,167.722,2174.337
11.011,372.364,142.918,2208.179
11.124,284.016,167.780,2095.096
13.156,322.781,161.952,2285.348
9.397,343.668,153.979,2242.422
15.272,329.733,136.347,2264.077
6.195,405.132,159.053,2388.814
7.276,362.262,157.336,2274.749
13.931,304.149,145.466,2196.586
14.827,350.120,165.129,2436.088
6.274,339.461,148.298,2115.933
-8.608,420.773,208.850,2404.586
11.659,305.205,154.462,2138.537
16.306,319.028,169.067,2264.550
14.477,315.463,166.122,2383.607
9.997,297.851,150.732,2170.056
15.623,314.814,177.651,2303.113
12.065,345.648,171.381,2337.016
80.547,526.492,226.240,2154.369
19.424,366.842,148.227,2512.379
11.654,307.246,163.970,2143.143
10.734,281.823,160.933,1995.175
12.930,323.765,152.364,2324.100
8.633,296.840,162.814,2086.688
13.248,210.562,21.734,2139.127
7.113,358.058,155.617,2295.734
15.962,281.714,156.751,2174.399
19.284,294.354,167.426,2377.694
14.285,334.575,159.189,2358.471
16.959,295.711,166.980,2244.161
10.999,283.407,167.037,2066.432
8.706,324.881,174.925,2250.234
13.407,382.337,174.108,2553.220
12.952,351.929,153.364,2461.935
15.640,290.496,144.831,2102.656
6.557,341.181,165.333,2109.788
12.562,266.952,145.353,1923.300
11.335,364.278,161.977,2356.823
13.122,303.451,160.109,2224.571
64.926,213.944,120.954,2083.195
12.386,360.646,159.583,2373.113
14.190,342.160,167.456,2335.754
15.277,325.867,164.136,2330.544
12.735,312.800,148.344,2169.073
10.476,327.067,162.258,2087.469
9.600,374.867,160.316,2342.582
9.999,316.177,174.990,2220.230
8.834,298.060,153.639,2034.602
7.834,289.713,174.825,1918.283
8.968,340.812,149.987,2181.584
8.018,286.887,147.069,1939.223
11.042,280.815,149.531,1947.531
13.929,348.922,146.886,2271.513
6.968,264.952,149.122,1788.553
9.549,302.636,131.797,2063.510
17.696,304.778,156.577,2325.075
6.767,305.835,164.982,2064.337
11.268,340.157,162.711,2329.027
11.481,327.518,168.017,2267.309
8.469,314.386,158.005,2098.968
13.317,252.301,179.427,1990.353
14.220,363.928,145.441,2501.095
12.808,317.474,139.734,2140.931
18.885,267.094,164.647,2189.004
12.356,322.784,137.663,2149.150
10.082,323.802,163.485,2202.762
13.246,350.238,158.010,2437.629
14.596,239.706,169.407,2046.693
12.999,337.573,167.943,2262.127
8.735,289.627,178.579,2041.890
13.315,289.734,155.062,2092.706
12.413,326.635,146.775,2244.208
13.870,333.115,153.335,2375.580
13.064,331.736,155.394,2312.072
14.374,289.686,157.742,2256.983
12.193,299.353,166.896,2186.406
12.538,375.990,162.239,2522.218
9.053,338.791,156.169,2281.696
9.162,282.122,164.939,1953.181
18.056,280.609,169.550,2225.782
11.289,314.515,159.885,2138.594
7.886,313.148,147.150,2049.566
14.137,281.727,164.936,2113.899
37.150,123.029,342.861,2224.262
10.122,275.948,157.987,1850.420
14.522,335.831,148.694,2261.083
11.498,357.128,151.418,2206.625
13.776,344.402,151.265,2373.778
11.515,356.068,138.747,2243.656
14.664,359.767,148.897,2468.492
7.022,360.233,159.377,2199.344
11.575,292.719,174.319,2177.709
11.021,360.703,162.120,2411.425
13.235,307.923,156.648,2129.488
13.848,322.664,148.472,2315.289
14.497,362.893,152.692,2405.889
16.228,354.475,150.977,2418.620
14.736,332.420,152.530,2289.803
7.708,342.780,152.635,2038.429
14.010,296.534,158.049,2209.984
9.620,288.628,149.316,1969.559
12.464,331.395,146.170,2176.331
12.665,309.216,145.014,2163.311
64.665,306.262,158.462,2200.102
19.708,325.974,163.076,2469.244
12.157,312.240,150.871,2062.994
11.513,275.998,148.302,1984.302
15.658,278.904,156.606,2115.256
8.320,346.122,146.900,2268.908
14.225,358.727,150.655,2354.829
10.983,348.780,168.226,2312.226
11.445,326.437,176.370,2223.272
11.732,315.775,144.431,2087.204
13.081,364.703,162.767,2469.041
14.496,309.327,160.829,2233.244
10.656,326.522,164.297,2220.691
8.060,323.830,141.406,2150.615
15.093,314.404,151.758,2205.660
12.396,326.119,150.226,2191.033
15.147,296.889,180.161,2265.545
13.394,332.920,162.650,2336.616
7.720,314.685,151.887,2032.596
18.017,292.940,152.878,2196.116
9.804,337.627,158.102,2283.372
7.001,329.189,151.879,1983.147
12.844,298.431,156.106,2116.966
11.101,333.512,163.016,2218.919
7.044,325.829,151.459,2052.306
15.302,303.195,161.401,2159.605
15.038,312.694,164.362,2250.495
12.907,247.938,162.152,1881.645
7.573,305.690,150.542,2033.060
5.948,331.843,182.158,2101.776
7.568,385.722,159.005,2429.810
15.332,335.927,166.665,2431.463
13.555,321.416,180.862,2340.283
